shipment_id,supplier_id,product_id,purchase_order_date,expected_delivery_date,actual_delivery_date,ordered_quantity,received_quantity,rejected_quantity,shipment_status
SHP-0000968,SUP-027,PRD-00520,2025-04-27,2025-05-12,2025-05-16,328,328,0,Delivered
SHP-0000969,SUP-050,PRD-00794,2025-07-03,2025-09-13,2025-09-13,531,531,0,Delivered
SHP-0000970,SUP-067,PRD-00760,2020-07-16,2020-07-28,2020-08-04,638,638,0,Delivered
SHP-0000971,SUP-015,PRD-00508,2024-11-26,2024-12-02,2024-12-02,1086,1086,0,Delivered
SHP-0000972,SUP-059,PRD-00434,2026-01-23,2026-02-08,2026-02-12,345,345,0,Delivered
SHP-0000973,SUP-068,PRD-00195,2020-09-26,2020-10-19,2020-10-19,1219,1219,0,Delivered
SHP-0000974,SUP-036,PRD-00254,2025-09-02,2025-10-28,2025-10-28,774,774,0,Delivered
SHP-0000975,SUP-020,PRD-00167,2021-12-25,2022-01-13,2022-01-13,341,341,0,Delivered
SHP-0000976,SUP-039,PRD-00398,2021-06-27,2021-07-02,2021-07-06,810,802,8,Delivered
SHP-0000977,SUP-068,PRD-00550,2026-06-23,2026-07-16,2026-07-16,754,754,0,Delivered
SHP-0000978,SUP-048,PRD-00145,2022-09-24,2022-10-05,2022-10-08,866,866,0,Delivered
SHP-0000979,SUP-009,PRD-00118,2022-11-28,2022-12-10,2022-12-11,231,231,0,Delivered
SHP-0000980,SUP-052,PRD-00176,2020-07-27,2020-08-09,2020-08-09,1266,1229,37,Late
SHP-0000981,SUP-013,PRD-00144,2023-03-22,2023-03-28,2023-03-28,93,93,0,Delivered
SHP-0000982,SUP-056,PRD-00192,2020-05-10,2020-06-25,2020-07-05,1020,1020,0,Delivered
SHP-0000983,SUP-070,PRD-00721,2020-01-21,2020-02-11,2020-02-20,168,168,0,Delivered
SHP-0000984,SUP-062,PRD-00077,2022-04-13,2022-06-01,2022-06-11,858,858,0,Delivered
SHP-0000985,SUP-052,PRD-00390,2023-10-16,2023-11-06,2023-11-14,198,193,5,Delivered
SHP-0000986,SUP-004,PRD-00440,2024-07-31,2024-08-15,2024-08-15,51,51,0,Delivered
SHP-0000987,SUP-044,PRD-00178,2023-11-25,2023-12-10,2023-12-15,1447,1447,0,Delivered
SHP-0000988,SUP-048,PRD-00147,2024-02-13,2024-02-24,2024-02-28,430,430,0,Delivered
SHP-0000989,SUP-068,PRD-00546,2020-01-03,2020-01-19,2020-01-19,1341,1301,40,Delivered
SHP-0000990,SUP-016,PRD-00814,2024-06-27,2024-08-15,2024-08-16,1245,1208,37,Delivered
SHP-0000991,SUP-046,PRD-00428,2024-04-13,2024-05-03,2024-05-03,655,655,0,Delivered
SHP-0000992,SUP-057,PRD-00076,2023-05-23,2023-06-07,2023-06-07,717,717,0,Delivered
SHP-0000993,SUP-049,PRD-00670,2024-04-08,2024-04-18,2024-04-22,1186,1186,0,Delivered
SHP-0000994,SUP-038,PRD-00718,2023-05-09,2023-05-21,2023-05-23,1498,1498,0,Delivered
SHP-0000995,SUP-051,PRD-00734,2025-11-03,2025-11-15,2025-11-19,1182,1182,0,Delivered
SHP-0000996,SUP-062,PRD-00699,2020-04-21,2020-05-22,2020-05-27,995,995,0,Late
SHP-0000997,SUP-026,PRD-00813,2022-02-07,2022-02-21,2022-02-21,545,529,16,Delivered
SHP-0000998,SUP-034,PRD-00613,2025-05-07,2025-05-27,2025-05-27,1439,1439,0,Delivered
SHP-0000999,SUP-062,PRD-00805,2022-10-12,2022-12-16,,1404,969,0,Partial
SHP-0001000,SUP-068,PRD-00259,2022-12-05,2022-12-19,2022-12-25,816,816,0,Late
SHP-0001001,SUP-029,PRD-00762,2025-03-13,2025-04-02,2025-04-02,122,122,0,Late
SHP-0001002,SUP-067,PRD-00309,2026-08-07,2026-08-22,2026-08-22,584,567,17,Late
SHP-0001003,SUP-037,PRD-00101,2025-05-13,2025-06-03,2025-06-14,296,296,0,Delivered
SHP-0001004,SUP-010,PRD-00482,2026-03-03,2026-04-15,,744,577,5,Partial
SHP-0001005,SUP-010,PRD-00189,2021-09-20,2021-11-28,2021-11-29,909,837,72,Delivered
SHP-0001006,SUP-041,PRD-00636,2022-07-02,2022-08-10,2022-08-19,649,598,51,Delivered
SHP-0001007,SUP-055,PRD-00029,2022-09-26,2022-10-11,2022-10-18,201,201,0,Late
SHP-0001008,SUP-004,PRD-00581,2022-05-04,2022-05-21,2022-05-30,695,675,20,Delivered
SHP-0001009,SUP-059,PRD-00434,2021-08-31,2021-09-23,2021-09-23,55,54,1,Delivered
SHP-0001010,SUP-031,PRD-00492,2025-08-24,2025-10-06,2025-10-06,97,97,0,Delivered
SHP-0001011,SUP-062,PRD-00674,2021-03-13,2021-05-04,2021-05-13,163,163,0,Delivered
SHP-0001012,SUP-065,PRD-00691,2021-09-19,2021-10-24,2021-10-24,1450,1450,0,Delivered
SHP-0001013,SUP-050,PRD-00643,2023-06-12,2023-08-10,2023-08-10,211,211,0,Delivered
SHP-0001014,SUP-048,PRD-00735,2026-03-26,2026-04-12,2026-04-17,261,254,7,Delivered
SHP-0001015,SUP-012,PRD-00580,2020-09-04,2020-09-17,2020-09-27,419,419,0,Delivered
SHP-0001016,SUP-027,PRD-00737,2021-10-23,2021-11-13,2021-11-13,141,137,4,Delivered
SHP-0001017,SUP-042,PRD-00720,2022-09-16,2022-11-24,2022-11-29,550,550,0,Delivered
SHP-0001018,SUP-060,PRD-00610,2022-12-12,2022-12-17,2022-12-23,1223,1223,0,Delivered
SHP-0001019,SUP-005,PRD-00564,2021-10-23,2021-10-28,2021-11-06,820,812,8,Delivered
SHP-0001020,SUP-044,PRD-00042,2024-01-26,2024-02-18,2024-03-02,293,270,23,Delivered
SHP-0001021,SUP-064,PRD-00680,2022-11-26,2023-01-21,2023-01-23,265,265,0,Delivered
SHP-0001022,SUP-068,PRD-00195,2022-08-22,2022-09-02,2022-09-02,911,911,0,Delivered
SHP-0001023,SUP-005,PRD-00306,2021-12-09,2021-12-30,2022-01-01,318,318,0,Delivered
SHP-0001024,SUP-039,PRD-00459,2025-05-11,2025-05-31,2025-05-31,354,344,10,Delivered
SHP-0001025,SUP-018,PRD-00299,2022-06-30,2022-07-24,2022-08-09,1326,1326,0,Late
SHP-0001026,SUP-042,PRD-00098,2022-11-08,2023-01-06,2023-01-08,178,178,0,Delivered
SHP-0001027,SUP-032,PRD-00033,2023-12-27,2024-01-17,2024-01-17,332,329,3,Late
SHP-0001028,SUP-024,PRD-00773,2021-04-10,2021-04-20,2021-04-21,227,227,0,Delivered
SHP-0001029,SUP-011,PRD-00411,2020-06-30,2020-07-23,2020-08-04,801,801,0,Delivered
SHP-0001030,SUP-047,PRD-00057,2023-01-14,2023-02-26,2023-03-08,368,365,3,Delivered
SHP-0001031,SUP-021,PRD-00738,2021-04-02,2021-04-09,2021-04-13,358,358,0,Delivered
SHP-0001032,SUP-006,PRD-00143,2024-08-10,2024-08-28,2024-08-31,1421,1421,0,Delivered
SHP-0001033,SUP-005,PRD-00564,2021-03-19,2021-04-01,2021-04-04,1174,1174,0,Delivered
SHP-0001034,SUP-005,PRD-00306,2025-09-06,2025-09-13,2025-09-13,832,808,24,Delivered
SHP-0001035,SUP-050,PRD-00775,2024-11-04,2024-12-02,2024-12-07,1452,1452,0,Delivered
SHP-0001036,SUP-025,PRD-00646,2026-03-02,2026-05-01,2026-05-01,741,734,7,Delivered
SHP-0001037,SUP-029,PRD-00080,2024-03-05,2024-03-26,2024-04-05,1396,1396,0,Late
SHP-0001038,SUP-001,PRD-00802,2020-03-05,2020-03-12,2020-03-25,1139,1048,91,Delivered
SHP-0001039,SUP-069,PRD-00640,2023-10-07,2023-10-16,2023-10-22,651,599,52,Delivered
SHP-0001040,SUP-023,PRD-00513,2021-07-20,2021-09-14,2021-09-23,1165,1131,34,Delivered
SHP-0001041,SUP-042,PRD-00443,2026-02-04,2026-03-10,2026-03-18,704,704,0,Delivered
SHP-0001042,SUP-044,PRD-00165,2026-04-10,2026-04-15,2026-04-16,1236,1236,0,Delivered
SHP-0001043,SUP-060,PRD-00023,2024-10-01,2024-10-15,2024-10-15,474,470,4,Delivered
SHP-0001044,SUP-063,PRD-00671,2021-11-29,2021-12-20,2021-12-20,560,560,0,Delivered
SHP-0001045,SUP-009,PRD-00442,2022-01-31,2022-03-25,2022-03-25,1078,1068,10,Delivered
SHP-0001046,SUP-039,PRD-00446,2025-02-25,2025-03-19,2025-03-29,602,602,0,Delivered
SHP-0001047,SUP-013,PRD-00375,2023-06-05,2023-06-12,2023-06-12,405,373,32,Delivered
SHP-0001048,SUP-044,PRD-00277,2025-04-04,2025-04-13,2025-04-15,1027,1027,0,Late
SHP-0001049,SUP-016,PRD-00337,2022-03-01,2022-03-06,2022-03-06,1131,1131,0,Delivered
SHP-0001050,SUP-006,PRD-00244,2022-02-12,2022-03-02,2022-03-14,278,270,8,Delivered
SHP-0001051,SUP-020,PRD-00199,2024-11-17,2025-01-03,2025-01-14,1412,1412,0,Delivered
SHP-0001052,SUP-011,PRD-00340,2021-10-27,2021-11-04,2021-11-05,328,328,0,Late
SHP-0001053,SUP-007,PRD-00862,2022-07-25,2022-08-17,2022-08-24,760,753,7,Late
SHP-0001054,SUP-013,PRD-00790,2026-08-20,2026-08-26,2026-08-26,193,193,0,Delivered
SHP-0001055,SUP-068,PRD-00195,2022-02-11,2022-02-16,2022-02-18,60,60,0,Delivered
SHP-0001056,SUP-012,PRD-00594,2022-01-25,2022-01-30,2022-01-30,1139,1105,34,Delivered
SHP-0001057,SUP-043,PRD-00209,2021-05-20,2021-06-02,2021-06-12,371,371,0,Delivered
SHP-0001058,SUP-023,PRD-00242,2023-09-24,2023-10-05,2023-10-05,676,676,0,Delivered
SHP-0001059,SUP-018,PRD-00267,2021-08-01,2021-08-15,2021-08-20,576,559,17,Delivered
SHP-0001060,SUP-070,PRD-00315,2022-11-14,2022-11-20,2022-11-24,516,516,0,Late
SHP-0001061,SUP-014,PRD-00704,2022-05-14,2022-07-18,2022-07-19,1374,1374,0,Delivered
SHP-0001062,SUP-036,PRD-00173,2023-05-23,2023-07-27,2023-08-01,611,611,0,Delivered
SHP-0001063,SUP-053,PRD-00095,2020-06-23,2020-07-05,2020-07-05,1430,1430,0,Delivered
SHP-0001064,SUP-069,PRD-00364,2024-03-06,2024-03-21,2024-03-29,984,984,0,Delivered
SHP-0001065,SUP-060,PRD-00514,2025-11-18,2025-12-04,2025-12-05,286,284,2,Delivered
SHP-0001066,SUP-013,PRD-00890,2021-04-25,2021-05-13,2021-05-28,1365,1365,0,Delivered
SHP-0001067,SUP-035,PRD-00041,2022-01-14,2022-01-25,2022-01-25,1498,1498,0,Delivered
SHP-0001068,SUP-018,PRD-00299,2022-11-05,2022-11-29,2022-12-05,793,793,0,Delivered
SHP-0001069,SUP-036,PRD-00414,2020-05-06,2020-06-14,2020-06-18,1074,1074,0,Delivered
SHP-0001070,SUP-024,PRD-00840,2020-10-24,2020-11-09,2020-11-16,79,79,0,Delivered
SHP-0001071,SUP-054,PRD-00706,2022-03-23,2022-04-11,2022-04-21,401,401,0,Delivered
SHP-0001072,SUP-051,PRD-00149,2021-11-18,2021-12-12,2021-12-24,378,251,2,Partial
SHP-0001073,SUP-070,PRD-00868,2024-12-27,2025-01-08,2025-01-08,621,615,6,Delivered
SHP-0001074,SUP-030,PRD-00131,2023-02-08,2023-02-17,2023-02-17,756,628,6,Partial
SHP-0001075,SUP-002,PRD-00386,2025-01-13,2025-01-23,2025-01-28,1450,1450,0,Delivered
SHP-0001076,SUP-046,PRD-00756,2022-04-24,2022-05-09,2022-05-19,366,363,3,Delivered
SHP-0001077,SUP-058,PRD-00567,2024-05-04,2024-05-17,2024-05-23,499,435,0,Partial
SHP-0001078,SUP-070,PRD-00358,2020-01-01,2020-01-13,2020-01-20,310,307,3,Delivered
SHP-0001079,SUP-007,PRD-00609,2026-06-15,2026-07-09,2026-07-14,642,623,19,Delivered
SHP-0001080,SUP-056,PRD-00192,2024-12-19,2025-01-23,2025-01-24,831,831,0,Late
SHP-0001081,SUP-029,PRD-00894,2025-10-25,2025-11-08,2025-11-08,1064,1033,31,Delivered
SHP-0001082,SUP-028,PRD-00062,2024-08-21,2024-08-29,2024-08-29,1169,1169,0,Delivered
SHP-0001083,SUP-049,PRD-00780,2022-01-21,2022-02-13,2022-02-15,1067,1067,0,Late
SHP-0001084,SUP-060,PRD-00336,2025-09-10,2025-09-23,2025-09-25,1462,1448,14,Late
SHP-0001085,SUP-037,PRD-00292,2024-09-23,2024-10-12,2024-10-20,1204,1168,36,Delivered
SHP-0001086,SUP-056,PRD-00192,2025-02-26,2025-04-07,2025-04-12,676,670,6,Delivered
SHP-0001087,SUP-059,PRD-00661,2026-08-21,2026-09-04,2026-09-16,1428,1414,14,Delivered
SHP-0001088,SUP-002,PRD-00675,2022-10-20,2022-12-27,2022-12-31,151,151,0,Delivered
SHP-0001089,SUP-003,PRD-00881,2022-09-29,2022-10-15,2022-10-15,992,992,0,Delivered
SHP-0001090,SUP-011,PRD-00340,2022-05-23,2022-06-12,2022-06-12,169,169,0,Late
SHP-0001091,SUP-028,PRD-00164,2021-11-11,2021-12-04,2021-12-04,774,774,0,Delivered
SHP-0001092,SUP-019,PRD-00467,2020-11-02,2020-11-15,2020-11-15,990,981,9,Delivered
SHP-0001093,SUP-041,PRD-00229,2022-07-09,2022-09-13,2022-09-17,865,865,0,Delivered
SHP-0001094,SUP-027,PRD-00520,2021-07-30,2021-08-21,2021-08-27,1358,1318,40,Delivered
SHP-0001095,SUP-014,PRD-00224,2020-12-18,2020-12-30,2021-01-04,1315,1315,0,Delivered
SHP-0001096,SUP-042,PRD-00472,2022-08-20,2022-08-30,2022-09-04,1226,1226,0,Delivered
SHP-0001097,SUP-010,PRD-00527,2022-09-12,2022-11-17,2022-11-17,682,682,0,Delivered
SHP-0001098,SUP-011,PRD-00340,2022-03-23,2022-03-30,2022-04-11,716,716,0,Delivered
SHP-0001099,SUP-005,PRD-00097,2023-01-02,2023-01-18,2023-01-18,1304,1304,0,Delivered
SHP-0001100,SUP-057,PRD-00219,2025-07-11,2025-07-19,2025-07-21,193,188,5,Delivered
SHP-0001101,SUP-005,PRD-00348,2024-10-03,2024-10-23,2024-10-23,1260,1223,37,Delivered
SHP-0001102,SUP-010,PRD-00126,2023-09-01,2023-10-15,2023-10-17,1389,1280,0,Partial
SHP-0001103,SUP-059,PRD-00661,2023-04-17,2023-05-11,2023-05-12,397,397,0,Late
SHP-0001104,SUP-011,PRD-00837,2022-06-22,2022-07-01,2022-07-02,288,288,0,Delivered
SHP-0001105,SUP-048,PRD-00448,2023-10-25,2023-10-30,2023-11-10,1265,1253,12,Delivered
SHP-0001106,SUP-004,PRD-00061,2022-05-13,2022-05-31,2022-06-08,1468,1468,0,Delivered
SHP-0001107,SUP-043,PRD-00241,2023-01-14,2023-03-08,2023-03-13,800,792,8,Delivered
SHP-0001108,SUP-055,PRD-00488,2021-08-04,2021-08-09,2021-08-12,1478,1478,0,Delivered
SHP-0001109,SUP-017,PRD-00113,2024-03-29,2024-04-18,2024-04-18,1127,1116,11,Delivered
SHP-0001110,SUP-002,PRD-00130,2026-08-06,2026-10-18,2026-10-21,565,560,5,Delivered
SHP-0001111,SUP-033,PRD-00132,2021-03-28,2021-05-11,2021-05-11,857,857,0,Delivered
SHP-0001112,SUP-058,PRD-00468,2026-02-16,2026-02-28,2026-03-12,1415,1415,0,Delivered
SHP-0001113,SUP-013,PRD-00216,2020-11-05,2020-11-17,2020-11-23,1266,1266,0,Delivered
SHP-0001114,SUP-009,PRD-00538,2026-04-22,2026-05-26,2026-06-08,899,899,0,Delivered
SHP-0001115,SUP-025,PRD-00288,2025-05-11,2025-07-05,2025-07-05,722,722,0,Delivered
SHP-0001116,SUP-061,PRD-00395,2025-08-19,2025-08-30,2025-09-12,262,260,2,Delivered
SHP-0001117,SUP-010,PRD-00572,2025-07-31,2025-08-22,2025-08-22,1433,940,75,Partial
SHP-0001118,SUP-009,PRD-00672,2022-07-13,2022-08-16,2022-08-16,1032,1032,0,Delivered
SHP-0001119,SUP-033,PRD-00132,2025-09-18,2025-09-28,2025-10-09,361,333,28,Delivered
SHP-0001120,SUP-053,PRD-00486,2023-10-12,2023-10-21,2023-10-24,1492,1478,14,Late
SHP-0001121,SUP-044,PRD-00116,2025-10-10,2025-10-31,2025-10-31,1268,1268,0,Delivered
SHP-0001122,SUP-056,PRD-00119,2023-03-27,2023-04-24,2023-05-03,1219,1219,0,Delivered
SHP-0001123,SUP-041,PRD-00636,2021-09-25,2021-11-12,2021-11-12,555,555,0,Delivered
SHP-0001124,SUP-017,PRD-00504,2025-03-16,2025-04-01,2025-04-17,884,884,0,Delivered
SHP-0001125,SUP-020,PRD-00425,2026-06-23,2026-07-07,2026-07-07,426,426,0,Late
SHP-0001126,SUP-051,PRD-00600,2021-01-02,2021-01-19,2021-01-26,1124,1124,0,Delivered
SHP-0001127,SUP-050,PRD-00016,2024-08-11,2024-08-26,2024-08-26,1391,1280,111,Delivered
SHP-0001128,SUP-050,PRD-00016,2022-07-31,2022-09-21,2022-09-25,887,887,0,Delivered
SHP-0001129,SUP-036,PRD-00711,2025-08-10,2025-10-04,2025-10-10,651,651,0,Delivered
SHP-0001130,SUP-001,PRD-00736,2026-01-29,2026-02-14,2026-02-20,821,813,8,Delivered
SHP-0001131,SUP-010,PRD-00078,2024-07-09,2024-09-21,2024-09-22,667,667,0,Late
SHP-0001132,SUP-029,PRD-00080,2021-04-03,2021-04-27,2021-04-27,749,749,0,Delivered
SHP-0001133,SUP-024,PRD-00840,2026-04-07,2026-04-26,2026-05-03,1249,1249,0,Delivered
SHP-0001134,SUP-062,PRD-00547,2024-10-01,2024-11-26,2024-11-29,1250,1250,0,Delivered
SHP-0001135,SUP-029,PRD-00066,2026-02-12,2026-03-03,2026-03-03,245,245,0,Delivered
SHP-0001136,SUP-060,PRD-00023,2021-01-17,2021-01-27,2021-01-30,767,767,0,Delivered
SHP-0001137,SUP-032,PRD-00049,2025-12-22,2026-03-03,2026-03-03,436,436,0,Delivered
SHP-0001138,SUP-012,PRD-00580,2021-02-13,2021-03-03,2021-03-21,463,463,0,Delivered
SHP-0001139,SUP-004,PRD-00409,2026-06-12,2026-07-05,2026-07-08,377,366,11,Delivered
SHP-0001140,SUP-011,PRD-00411,2025-08-31,2025-09-16,2025-09-27,1480,1480,0,Delivered
SHP-0001141,SUP-051,PRD-00188,2022-11-17,2022-12-01,2022-12-07,968,968,0,Delivered
SHP-0001142,SUP-013,PRD-00790,2024-10-26,2024-11-14,2024-11-26,67,67,0,Delivered
SHP-0001143,SUP-002,PRD-00675,2025-03-04,2025-04-08,2025-04-18,853,853,0,Delivered
SHP-0001144,SUP-049,PRD-00780,2022-03-21,2022-04-06,2022-04-06,776,769,7,Delivered
SHP-0001145,SUP-037,PRD-00101,2023-06-24,2023-07-13,2023-07-13,379,379,0,Delivered
SHP-0001146,SUP-044,PRD-00175,2026-05-11,2026-06-02,2026-06-02,935,935,0,Late
SHP-0001147,SUP-023,PRD-00891,2024-01-14,2024-02-02,2024-02-06,889,889,0,Delivered
SHP-0001148,SUP-063,PRD-00741,2020-09-22,2020-10-05,2020-10-06,365,365,0,Delivered
SHP-0001149,SUP-070,PRD-00782,2020-01-11,2020-02-03,2020-02-05,442,438,4,Delivered
SHP-0001150,SUP-032,PRD-00049,2022-07-11,2022-08-11,2022-08-23,387,384,3,Delivered
SHP-0001151,SUP-057,PRD-00839,2023-01-15,2023-01-29,2023-02-02,580,580,0,Delivered
SHP-0001152,SUP-050,PRD-00040,2024-06-05,2024-07-31,2024-07-31,814,683,0,Partial
SHP-0001153,SUP-018,PRD-00185,2024-01-24,2024-02-04,2024-02-04,826,826,0,Delivered
SHP-0001154,SUP-007,PRD-00569,2026-05-28,2026-07-17,2026-07-26,767,760,7,Delivered
SHP-0001155,SUP-032,PRD-00404,2026-01-28,2026-04-03,2026-04-13,503,498,5,Delivered
SHP-0001156,SUP-009,PRD-00538,2023-10-12,2023-11-29,2023-12-04,860,860,0,Delivered
SHP-0001157,SUP-028,PRD-00865,2023-05-02,2023-05-08,2023-05-09,865,857,8,Delivered
SHP-0001158,SUP-042,PRD-00847,2020-09-15,2020-10-10,2020-10-10,776,776,0,Delivered
SHP-0001159,SUP-054,PRD-00237,2023-01-31,2023-02-23,2023-03-07,95,95,0,Late
SHP-0001160,SUP-063,PRD-00444,2024-09-02,2024-09-13,2024-09-19,1209,1209,0,Delivered
SHP-0001161,SUP-026,PRD-00799,2020-11-13,2020-11-19,2020-11-19,789,782,7,Delivered
SHP-0001162,SUP-005,PRD-00348,2025-02-24,2025-03-09,2025-03-09,1489,1489,0,Late
SHP-0001163,SUP-067,PRD-00776,2020-05-06,2020-05-24,2020-05-29,682,682,0,Late
SHP-0001164,SUP-067,PRD-00656,2020-05-12,2020-05-24,2020-06-01,1070,1038,32,Delivered
SHP-0001165,SUP-066,PRD-00804,2023-10-04,2023-10-18,2023-10-21,243,224,19,Delivered
SHP-0001166,SUP-067,PRD-00776,2020-03-19,2020-04-12,2020-04-20,854,712,0,Partial
SHP-0001167,SUP-057,PRD-00034,2025-04-04,2025-04-28,2025-05-01,61,61,0,Delivered
SHP-0001168,SUP-056,PRD-00017,2022-04-04,2022-06-12,2022-06-12,651,651,0,Delivered
SHP-0001169,SUP-054,PRD-00706,2023-03-09,2023-03-28,2023-04-04,453,440,13,Delivered
SHP-0001170,SUP-061,PRD-00684,2024-11-22,2024-12-03,2024-12-15,193,193,0,Delivered
SHP-0001171,SUP-007,PRD-00291,2025-07-16,2025-08-17,2025-08-29,1447,1433,14,Delivered
SHP-0001172,SUP-064,PRD-00379,2020-06-10,2020-07-23,2020-07-30,1198,1198,0,Late
SHP-0001173,SUP-052,PRD-00390,2025-04-16,2025-05-09,2025-05-09,344,341,3,Delivered
SHP-0001174,SUP-066,PRD-00284,2022-08-24,2022-10-30,2022-10-30,331,331,0,Delivered
SHP-0001175,SUP-064,PRD-00795,2024-10-08,2024-10-19,2024-11-06,1108,1108,0,Late
SHP-0001176,SUP-024,PRD-00635,2024-10-13,2024-10-26,2024-10-31,472,472,0,Delivered
SHP-0001177,SUP-026,PRD-00419,2023-03-05,2023-03-29,2023-03-29,195,195,0,Delivered
SHP-0001178,SUP-038,PRD-00236,2020-11-14,2020-11-23,2020-11-29,982,982,0,Delivered
SHP-0001179,SUP-045,PRD-00354,2026-02-07,2026-04-21,2026-04-21,459,459,0,Delivered
SHP-0001180,SUP-027,PRD-00758,2024-02-29,2024-03-05,2024-03-05,1067,1057,10,Delivered
SHP-0001181,SUP-024,PRD-00635,2025-04-29,2025-05-20,2025-05-20,1139,1139,0,Late
SHP-0001182,SUP-012,PRD-00368,2023-08-02,2023-08-17,2023-08-19,755,755,0,Delivered
SHP-0001183,SUP-049,PRD-00484,2025-02-25,2025-03-14,2025-03-15,835,835,0,Delivered
SHP-0001184,SUP-015,PRD-00445,2021-08-26,2021-08-31,2021-09-01,587,587,0,Delivered
SHP-0001185,SUP-029,PRD-00647,2022-06-02,2022-06-22,2022-06-23,352,352,0,Delivered
SHP-0001186,SUP-041,PRD-00663,2023-08-26,2023-09-04,2023-09-09,281,281,0,Delivered
SHP-0001187,SUP-051,PRD-00417,2020-05-14,2020-05-21,2020-05-22,590,573,17,Late
SHP-0001188,SUP-067,PRD-00686,2024-03-29,2024-04-10,2024-04-22,1016,1006,10,Delivered
SHP-0001189,SUP-040,PRD-00269,2022-02-11,2022-02-26,2022-03-14,1350,1350,0,Delivered
SHP-0001190,SUP-021,PRD-00476,2020-06-12,2020-07-27,2020-07-27,1083,1083,0,Delivered
SHP-0001191,SUP-046,PRD-00170,2020-07-20,2020-08-02,2020-08-13,731,731,0,Delivered
SHP-0001192,SUP-053,PRD-00859,2024-04-21,2024-05-07,,847,636,0,Partial
SHP-0001193,SUP-010,PRD-00727,2020-08-01,2020-08-07,2020-08-10,574,574,0,Delivered
SHP-0001194,SUP-023,PRD-00748,2022-10-26,2022-11-22,2022-11-24,945,945,0,Delivered
SHP-0001195,SUP-006,PRD-00644,2025-05-19,2025-06-11,2025-06-15,1334,1321,13,Late
SHP-0001196,SUP-054,PRD-00037,2026-08-26,2026-09-07,2026-09-10,777,754,23,Late
SHP-0001197,SUP-063,PRD-00816,2025-11-29,2025-12-14,2025-12-17,185,185,0,Delivered
SHP-0001198,SUP-013,PRD-00435,2023-07-19,2023-07-27,2023-07-27,356,356,0,Delivered
SHP-0001199,SUP-010,PRD-00189,2020-09-27,2020-10-06,2020-10-17,231,231,0,Delivered
SHP-0001200,SUP-001,PRD-00802,2023-10-01,2023-10-20,2023-10-20,289,287,2,Delivered
SHP-0001201,SUP-057,PRD-00181,2022-04-19,2022-04-30,2022-05-17,482,482,0,Delivered
SHP-0001202,SUP-031,PRD-00500,2024-07-11,2024-09-16,2024-09-17,68,68,0,Delivered
SHP-0001203,SUP-011,PRD-00411,2024-01-27,2024-02-13,2024-02-13,55,54,1,Delivered
SHP-0001204,SUP-046,PRD-00900,2022-03-17,2022-03-26,2022-03-31,371,371,0,Delivered
SHP-0001205,SUP-058,PRD-00567,2026-03-24,2026-04-15,2026-04-21,1148,1114,34,Delivered
SHP-0001206,SUP-011,PRD-00477,2024-11-02,2024-11-12,2024-11-12,726,726,0,Delivered
SHP-0001207,SUP-040,PRD-00530,2021-01-13,2021-01-30,2021-02-01,180,180,0,Late
SHP-0001208,SUP-036,PRD-00012,2026-07-20,2026-08-26,2026-09-03,1260,1260,0,Delivered
SHP-0001209,SUP-065,PRD-00387,2022-03-04,2022-03-23,2022-03-23,508,508,0,Delivered
SHP-0001210,SUP-053,PRD-00544,2025-10-26,2025-11-16,2025-12-06,603,603,0,Delivered
SHP-0001211,SUP-021,PRD-00531,2022-02-19,2022-03-08,2022-03-08,742,720,22,Delivered
SHP-0001212,SUP-036,PRD-00361,2024-08-19,2024-10-21,2024-10-27,115,115,0,Delivered
SHP-0001213,SUP-068,PRD-00546,2026-05-11,2026-05-26,2026-06-01,364,364,0,Delivered
SHP-0001214,SUP-009,PRD-00118,2022-05-21,2022-06-10,2022-06-13,88,88,0,Delivered
SHP-0001215,SUP-060,PRD-00142,2021-11-01,2021-11-25,2021-12-03,881,881,0,Delivered
SHP-0001216,SUP-006,PRD-00585,2024-11-05,2024-11-26,2024-11-28,1062,1062,0,Delivered
SHP-0001217,SUP-049,PRD-00421,2021-11-11,2021-11-22,2021-11-22,735,541,0,Partial
SHP-0001218,SUP-047,PRD-00415,2023-11-07,2023-11-12,2023-11-24,1192,1192,0,Delivered
SHP-0001219,SUP-053,PRD-00383,2025-11-10,2025-11-19,2025-11-24,1410,1410,0,Delivered
SHP-0001220,SUP-058,PRD-00158,2021-03-23,2021-05-03,2021-05-20,978,741,7,Partial
SHP-0001221,SUP-056,PRD-00192,2023-01-15,2023-03-19,2023-03-19,1280,1280,0,Delivered
SHP-0001222,SUP-063,PRD-00671,2022-11-14,2022-12-03,2022-12-10,873,873,0,Delivered
SHP-0001223,SUP-006,PRD-00882,2026-05-26,2026-05-31,2026-06-06,972,943,29,Delivered
SHP-0001224,SUP-063,PRD-00583,2025-12-05,2025-12-27,2025-12-29,239,156,0,Partial
SHP-0001225,SUP-026,PRD-00378,2022-04-13,2022-04-21,2022-04-27,262,255,7,Delivered
SHP-0001226,SUP-057,PRD-00248,2025-02-27,2025-03-06,2025-03-19,1120,1120,0,Delivered
SHP-0001227,SUP-027,PRD-00308,2023-05-22,2023-06-13,2023-06-23,1287,1031,10,Partial
SHP-0001228,SUP-066,PRD-00723,2023-05-02,2023-05-28,2023-06-09,1356,1356,0,Delivered
