return_id,order_item_id,customer_id,return_request_date,return_received_date,return_reason,return_condition,refund_amount,refund_status,return_channel
RET-00001998,ITM-000026818,CUS-010400,2020-11-30,2020-12-07,Size/Fit,Defective,29.52,Processed,Courier
RET-00001999,ITM-000026819,CUS-010400,2020-11-17,2020-11-20,Defective Product,Defective,19.81,Approved,Store
RET-00002000,ITM-000026830,CUS-011922,2024-07-19,2024-07-30,Changed Mind,Damaged,26.06,Pending,Courier
RET-00002001,ITM-000026837,CUS-011496,2026-07-18,2026-07-28,Changed Mind,Defective,79.44,Pending,Store
RET-00002002,ITM-000026840,,2024-03-18,2024-03-25,Defective Product,Resellable,154.11,Processed,Courier
RET-00002003,ITM-000026845,,2020-11-16,2020-11-18,Defective Product,Resellable,70.15,Processed,Store
RET-00002004,ITM-000026852,CUS-002312,2025-05-30,2025-06-11,Not as Described,Resellable,103.39,Pending,Courier
RET-00002005,ITM-000026853,CUS-009283,2023-07-06,2023-07-13,Changed Mind,Damaged,37.23,Pending,Courier
RET-00002006,ITM-000026858,CUS-005104,2024-03-27,2024-04-01,Defective Product,Resellable,111.53,Pending,Store
RET-00002007,ITM-000026868,CUS-003010,2021-12-02,2021-12-14,,Defective,51.22,Pending,Store
RET-00002008,ITM-000026873,CUS-011306,2024-01-28,2024-02-04,Changed Mind,Damaged,41.34,Pending,Courier
RET-00002009,ITM-000026880,CUS-011757,2026-05-29,2026-06-01,Changed Mind,Opened,16.05,Approved,Courier
RET-00002010,ITM-000026886,CUS-002526,2023-12-18,2023-12-29,Not as Described,Defective,50.84,Approved,Store
RET-00002011,ITM-000026897,CUS-007123,2023-03-10,2023-03-10,Not as Described,Damaged,80.85,Processed,Courier
RET-00002012,ITM-000026924,CUS-007903,2025-01-22,2025-01-30,Wrong Item,Opened,83.69,Processed,Courier
RET-00002013,ITM-000026932,CUS-010345,2025-09-06,2025-09-15,Size/Fit,Resellable,87.86,Approved,Courier
RET-00002014,ITM-000026939,CUS-008342,2021-11-06,2021-11-17,,Damaged,36.21,Approved,Store
RET-00002015,ITM-000026945,CUS-005939,2026-08-13,2026-08-17,Changed Mind,Defective,127.5,Processed,Courier
RET-00002016,ITM-000026960,CUS-006165,2020-04-09,2020-04-13,Changed Mind,Resellable,98.99,Pending,Courier
RET-00002017,ITM-000026970,CUS-000689,2021-10-28,2021-10-30,Size/Fit,Opened,57.94,Approved,Courier
RET-00002018,ITM-000027009,CUS-011220,2020-04-12,2020-04-23,Defective Product,Defective,66.45,Processed,Courier
RET-00002019,ITM-000027010,CUS-008200,2024-08-19,2024-08-19,Wrong Item,Defective,119.97,Approved,Courier
RET-00002020,ITM-000027017,CUS-004215,2020-03-10,2020-03-15,Size/Fit,Damaged,59.58,Processed,Courier
RET-00002021,ITM-000027021,CUS-008416,2021-12-05,2021-12-17,Changed Mind,Opened,43.11,Approved,Store
RET-00002022,ITM-000027051,CUS-005285,2024-09-22,2024-10-05,Defective Product,Resellable,81.95,Approved,Store
RET-00002023,ITM-000027066,CUS-002447,2024-06-15,2024-06-23,Wrong Item,Opened,100.19,Approved,Courier
RET-00002024,ITM-000027074,CUS-011913,2021-12-07,2021-12-14,Not as Described,Damaged,328.3,Pending,Store
RET-00002025,ITM-000027078,CUS-003465,2026-07-17,2026-07-30,Damaged Delivery,Defective,116.62,Processed,Courier
RET-00002026,ITM-000027080,CUS-003465,2026-07-24,2026-07-24,Defective Product,Defective,492.67,Pending,Courier
RET-00002027,ITM-000027082,CUS-005684,2023-06-02,2023-06-14,Defective Product,Resellable,66.11,Approved,Courier
RET-00002028,ITM-000027092,CUS-011178,2022-09-02,2022-09-14,Size/Fit,Damaged,30.13,Processed,Store
RET-00002029,ITM-000027095,CUS-002094,2025-08-17,2025-08-19,Defective Product,Opened,72.29,Processed,Store
RET-00002030,ITM-000027107,CUS-009772,2022-07-27,2022-07-30,Defective Product,Defective,102.44,Approved,Courier
RET-00002031,ITM-000027128,CUS-000434,2023-06-22,2023-07-05,Size/Fit,Damaged,30.8,Approved,Store
RET-00002032,ITM-000027140,CUS-011922,2021-08-01,2021-08-12,,Damaged,86.53,Approved,Courier
RET-00002033,ITM-000027141,CUS-002149,2025-09-04,2025-09-13,Changed Mind,Defective,75.26,Processed,Courier
RET-00002034,ITM-000027142,CUS-010744,2025-08-15,2025-08-18,Not as Described,Defective,39.66,Approved,Store
RET-00002035,ITM-000027160,CUS-009352,2024-01-27,2024-01-27,Changed Mind,Resellable,81.24,Pending,Store
RET-00002036,ITM-000027184,CUS-003867,2022-10-05,2022-10-12,Size/Fit,Defective,94.09,Processed,Courier
RET-00002037,ITM-000027215,CUS-001251,2023-01-31,2023-02-05,Changed Mind,Resellable,145.29,Approved,Courier
RET-00002038,ITM-000027221,CUS-000332,2024-11-22,2024-12-01,Not as Described,Resellable,45.54,Processed,Courier
RET-00002039,ITM-000027246,CUS-011702,2023-12-07,2023-12-09,Changed Mind,Defective,87.0,Processed,Courier
RET-00002040,ITM-000027258,CUS-000264,2022-01-11,2022-01-14,Defective Product,Defective,120.98,Pending,Store
RET-00002041,ITM-000027269,CUS-005753,2021-07-03,2021-07-09,Changed Mind,Defective,18.38,Approved,Courier
RET-00002042,ITM-000027302,CUS-001899,2025-08-27,2025-08-27,Changed Mind,Opened,47.73,Approved,Courier
RET-00002043,ITM-000027311,CUS-010403,2026-07-10,2026-07-16,Wrong Item,Resellable,100.27,Pending,Courier
RET-00002044,ITM-000027328,CUS-002425,2020-06-16,2020-06-26,Damaged Delivery,Damaged,113.7,Approved,Courier
RET-00002045,ITM-000027344,CUS-001977,2023-10-15,2023-10-26,Changed Mind,Opened,14.63,Processed,Courier
RET-00002046,ITM-000027357,CUS-000313,2023-08-19,2023-08-22,Changed Mind,Defective,54.25,Approved,Courier
RET-00002047,ITM-000027377,,2022-10-08,2022-10-21,Changed Mind,Damaged,24.92,Pending,Courier
RET-00002048,ITM-000027405,CUS-007878,2024-03-27,2024-04-05,Size/Fit,Opened,247.34,Pending,Store
RET-00002049,ITM-000027412,,2023-05-30,2023-06-07,Defective Product,Damaged,38.36,Approved,Courier
RET-00002050,ITM-000027417,CUS-002012,2022-10-09,2022-10-12,Damaged Delivery,Damaged,26.34,Processed,Courier
RET-00002051,ITM-000027429,CUS-004418,2025-11-16,2025-11-19,Changed Mind,Opened,360.33,Pending,Courier
RET-00002052,ITM-000027434,CUS-004615,2020-08-12,2020-08-14,,Opened,60.53,Processed,Courier
RET-00002053,ITM-000027457,CUS-004181,2024-12-23,2025-01-04,Not as Described,Defective,39.39,Approved,Courier
RET-00002054,ITM-000027467,CUS-003551,2024-10-29,2024-11-07,Defective Product,Damaged,143.03,Approved,Courier
RET-00002055,ITM-000027477,CUS-004365,2021-09-30,2021-10-12,Changed Mind,Resellable,14.05,Processed,Store
RET-00002056,ITM-000027479,CUS-004365,2021-09-03,2021-09-14,Not as Described,Resellable,94.42,Approved,Store
RET-00002057,ITM-000027516,CUS-002566,2022-12-10,2022-12-20,Changed Mind,Defective,533.76,Approved,Courier
RET-00002058,ITM-000027566,CUS-005332,2026-04-10,2026-04-20,Size/Fit,Defective,165.69,Processed,Courier
RET-00002059,ITM-000027587,CUS-007245,2021-01-28,2021-02-07,Defective Product,Opened,243.75,Processed,Courier
RET-00002060,ITM-000027593,CUS-007298,2021-11-06,2021-11-07,Defective Product,Opened,265.35,Pending,Courier
RET-00002061,ITM-000027594,CUS-002696,2021-09-22,2021-10-01,Not as Described,Resellable,128.47,Pending,Courier
RET-00002062,ITM-000027601,CUS-005067,2023-07-24,2023-07-30,Defective Product,Defective,32.17,Processed,Courier
RET-00002063,ITM-000027637,CUS-010628,2024-12-30,2025-01-02,Not as Described,Opened,78.97,Processed,Store
RET-00002064,ITM-000027642,CUS-005453,2021-06-05,2021-06-08,Defective Product,Resellable,96.41,Processed,Courier
RET-00002065,ITM-000027655,CUS-000385,2026-09-03,2026-09-05,Not as Described,Damaged,423.22,Processed,Store
RET-00002066,ITM-000027676,CUS-006746,2022-03-16,2022-03-23,Not as Described,Damaged,85.53,Approved,Courier
RET-00002067,ITM-000027684,CUS-008473,2021-07-02,2021-07-05,Changed Mind,Defective,176.72,Processed,Store
RET-00002068,ITM-000027688,CUS-008477,2024-02-13,2024-02-18,Changed Mind,Damaged,219.08,Approved,Courier
RET-00002069,ITM-000027708,CUS-011516,2022-09-06,2022-09-09,Damaged Delivery,Opened,18.89,Approved,Courier
RET-00002070,ITM-000027741,CUS-006459,2024-10-11,2024-10-21,Changed Mind,Defective,38.52,Processed,Courier
RET-00002071,ITM-000027744,CUS-001411,2021-01-24,2021-01-30,,Defective,93.27,Approved,Courier
RET-00002072,ITM-000027748,CUS-000535,2022-11-28,2022-12-05,Changed Mind,Opened,208.28,Approved,Courier
RET-00002073,ITM-000027753,CUS-000772,2023-07-11,2023-07-20,Defective Product,Defective,90.86,Approved,Store
RET-00002074,ITM-000027760,CUS-003121,2021-07-21,2021-08-01,Defective Product,Damaged,45.33,Processed,Store
RET-00002075,ITM-000027800,CUS-009894,2025-03-20,2025-03-24,Not as Described,Opened,19.23,Processed,Courier
RET-00002076,ITM-000027807,CUS-003149,2023-07-06,2023-07-18,Size/Fit,Resellable,117.24,Pending,Store
RET-00002077,ITM-000027837,CUS-002224,2020-03-23,2020-03-23,,Damaged,149.84,Pending,Store
RET-00002078,ITM-000027844,CUS-000668,2025-08-16,2025-08-27,Wrong Item,Damaged,120.85,Approved,Courier
RET-00002079,ITM-000027869,CUS-010970,2022-09-13,2022-09-14,Changed Mind,Resellable,239.19,Approved,Courier
RET-00002080,ITM-000027870,CUS-001252,2026-07-11,2026-07-11,Changed Mind,Opened,120.06,Processed,Courier
RET-00002081,ITM-000027881,CUS-009098,2020-09-05,2020-09-06,,Opened,36.25,Approved,Courier
RET-00002082,ITM-000027883,,2025-10-04,2025-10-11,Changed Mind,Damaged,11.99,Approved,Store
RET-00002083,ITM-000027908,CUS-010715,2025-02-09,2025-02-09,Changed Mind,Opened,113.04,Processed,Store
RET-00002084,ITM-000027920,CUS-008889,2025-10-10,2025-10-20,Changed Mind,Damaged,36.43,Approved,Store
RET-00002085,ITM-000027922,CUS-001095,2021-10-15,2021-10-19,Not as Described,Opened,28.17,Pending,Store
RET-00002086,ITM-000027938,CUS-006627,2026-03-15,2026-03-17,Changed Mind,Damaged,176.72,Processed,Store
RET-00002087,ITM-000027942,CUS-006858,2024-01-12,2024-01-14,Defective Product,Opened,73.54,Approved,Courier
RET-00002088,ITM-000027951,CUS-009274,2022-04-17,2022-04-28,Not as Described,Opened,112.53,Approved,Courier
RET-00002089,ITM-000027957,CUS-008309,2020-08-16,2020-08-20,Not as Described,Opened,18.1,Processed,Store
RET-00002090,ITM-000027977,CUS-006450,2021-02-16,2021-02-23,Defective Product,Resellable,21.8,Processed,Courier
RET-00002091,ITM-000028003,CUS-002330,2026-02-19,2026-02-24,Changed Mind,Resellable,228.81,Pending,Store
RET-00002092,ITM-000028045,CUS-009751,2023-10-11,2023-10-14,Defective Product,Defective,81.23,Approved,Courier
RET-00002093,ITM-000028056,,2023-12-30,2024-01-03,Size/Fit,Opened,24.09,Processed,Store
RET-00002094,ITM-000028070,CUS-000156,2020-07-21,2020-07-30,Changed Mind,Resellable,77.9,Processed,Courier
RET-00002095,ITM-000028099,CUS-010300,2023-09-11,2023-09-15,Defective Product,Damaged,108.67,Pending,Courier
RET-00002096,ITM-000028142,CUS-002308,2026-06-20,2026-06-24,Size/Fit,Damaged,48.02,Approved,Courier
RET-00002097,ITM-000028223,CUS-011872,2020-05-24,2020-06-06,Not as Described,Defective,59.28,Processed,Courier
RET-00002098,ITM-000028250,CUS-001786,2023-09-19,2023-09-29,Damaged Delivery,Resellable,102.33,Pending,Courier
RET-00002099,ITM-000028257,CUS-003057,2025-04-22,2025-04-29,Size/Fit,Resellable,262.17,Approved,Store
RET-00002100,ITM-000028258,CUS-003057,2025-05-04,2025-05-05,Damaged Delivery,Resellable,33.0,Pending,Courier
RET-00002101,ITM-000028264,CUS-001286,2022-05-11,2022-05-18,Changed Mind,Opened,251.33,Approved,Store
RET-00002102,ITM-000028277,CUS-009814,2026-08-01,2026-08-14,Changed Mind,Opened,226.59,Pending,Courier
RET-00002103,ITM-000028279,CUS-004473,2025-01-28,2025-02-04,Not as Described,Damaged,103.39,Pending,Courier
RET-00002104,ITM-000028285,CUS-005928,2025-01-31,2025-02-07,Size/Fit,Resellable,18.47,Pending,Courier
RET-00002105,ITM-000028323,CUS-006163,2023-01-05,2023-01-08,Changed Mind,Defective,119.15,Processed,Courier
RET-00002106,ITM-000028333,CUS-007168,2025-07-25,2025-08-07,Size/Fit,Resellable,20.72,Processed,Store
RET-00002107,ITM-000028360,CUS-003721,2024-09-22,2024-10-04,Wrong Item,Opened,334.78,Approved,Store
RET-00002108,ITM-000028375,CUS-003468,2024-10-16,2024-10-17,Not as Described,Defective,162.56,Pending,Store
RET-00002109,ITM-000028392,CUS-009637,2024-10-01,2024-10-14,Defective Product,Defective,82.69,Pending,Store
RET-00002110,ITM-000028395,CUS-007567,2020-12-24,2021-01-04,,Opened,421.29,Pending,Store
RET-00002111,ITM-000028423,CUS-011460,2023-09-08,2023-09-12,Defective Product,Damaged,148.94,Approved,Courier
RET-00002112,ITM-000028427,CUS-004334,2024-05-24,2024-06-06,Changed Mind,Defective,56.27,Approved,Store
RET-00002113,ITM-000028428,CUS-004334,2024-06-16,2024-06-26,Changed Mind,Damaged,227.07,Pending,Store
RET-00002114,ITM-000028470,CUS-000112,2026-08-09,2026-08-20,Changed Mind,Resellable,47.43,Approved,Courier
RET-00002115,ITM-000028482,CUS-002659,2022-02-03,2022-02-10,Not as Described,Opened,93.12,Approved,Courier
RET-00002116,ITM-000028483,CUS-002415,2022-04-22,2022-04-22,Wrong Item,Damaged,58.96,Approved,Store
RET-00002117,ITM-000028486,CUS-009026,2024-09-29,2024-10-06,Not as Described,Defective,9.61,Processed,Store
RET-00002118,ITM-000028508,CUS-005947,2024-02-24,2024-02-27,Defective Product,Damaged,190.3,Pending,Courier
RET-00002119,ITM-000028513,CUS-010000,2022-01-04,2022-01-14,Defective Product,Defective,177.41,Approved,Courier
RET-00002120,ITM-000028536,CUS-009440,2025-07-29,2025-08-07,Defective Product,Opened,53.95,Processed,Store
RET-00002121,ITM-000028541,CUS-009574,2025-08-14,2025-08-14,Wrong Item,Opened,45.64,Approved,Store
RET-00002122,ITM-000028555,CUS-011647,2021-03-10,2021-03-14,Size/Fit,Resellable,149.29,Approved,Store
RET-00002123,ITM-000028556,CUS-011647,2021-02-13,2021-02-23,Size/Fit,Damaged,4.86,Approved,Courier
RET-00002124,ITM-000028583,CUS-001470,2020-07-04,2020-07-08,,Opened,41.09,Processed,Courier
RET-00002125,ITM-000028584,CUS-001470,2020-07-17,2020-07-24,Wrong Item,Resellable,161.94,Pending,Store
RET-00002126,ITM-000028586,CUS-001470,2020-06-14,2020-06-18,Defective Product,Damaged,26.28,Processed,Store
RET-00002127,ITM-000028597,CUS-008560,2022-12-18,2022-12-19,Changed Mind,Resellable,130.83,Processed,Courier
RET-00002128,ITM-000028613,CUS-008652,2020-10-14,2020-10-14,Changed Mind,Defective,92.14,Pending,Courier
RET-00002129,ITM-000028651,CUS-002510,2025-11-16,2025-11-16,Not as Described,Damaged,86.01,Approved,Store
RET-00002130,ITM-000028658,CUS-007264,2020-02-25,2020-03-02,,Defective,23.04,Approved,Store
RET-00002131,ITM-000028670,CUS-008960,2024-02-18,2024-02-21,Changed Mind,Opened,57.05,Approved,Courier
RET-00002132,ITM-000028677,CUS-005051,2026-09-02,2026-09-05,Defective Product,Opened,93.95,Pending,Courier
RET-00002133,ITM-000028678,CUS-008787,2024-11-12,2024-11-17,Damaged Delivery,Resellable,78.28,Approved,Store
RET-00002134,ITM-000028682,CUS-010503,2026-10-07,2026-10-10,Defective Product,Damaged,73.46,Approved,Store
RET-00002135,ITM-000028694,CUS-004291,2020-07-03,2020-07-10,Size/Fit,Resellable,11.51,Processed,Courier
RET-00002136,ITM-000028697,CUS-002021,2023-01-11,2023-01-12,Not as Described,Resellable,125.59,Pending,Store
RET-00002137,ITM-000028718,,2020-07-08,2020-07-12,Wrong Item,Opened,28.15,Approved,Courier
RET-00002138,ITM-000028730,CUS-004327,2020-05-08,2020-05-16,Changed Mind,Resellable,109.63,Pending,Courier
RET-00002139,ITM-000028734,CUS-011847,2020-02-26,2020-02-29,Not as Described,Defective,239.48,Approved,Courier
RET-00002140,ITM-000028753,,2023-12-21,2023-12-25,Changed Mind,Damaged,9.61,Processed,Courier
RET-00002141,ITM-000028759,CUS-005950,2025-10-27,2025-10-30,Changed Mind,Resellable,89.67,Processed,Courier
RET-00002142,ITM-000028780,,2026-04-09,2026-04-20,Changed Mind,Defective,119.05,Processed,Courier
RET-00002143,ITM-000028798,CUS-009710,2023-07-12,2023-07-13,Changed Mind,Resellable,43.31,Approved,Store
RET-00002144,ITM-000028799,CUS-009710,2023-06-17,2023-06-26,Size/Fit,Resellable,151.14,Approved,Store
RET-00002145,ITM-000028807,CUS-003912,2023-04-23,2023-04-26,Changed Mind,Opened,229.5,Approved,Courier
RET-00002146,ITM-000028808,CUS-001397,2021-12-13,2021-12-20,Defective Product,Opened,46.74,Pending,Courier
RET-00002147,ITM-000028849,CUS-004870,2023-07-29,2023-08-04,Size/Fit,Resellable,60.22,Processed,Store
RET-00002148,ITM-000028888,CUS-006879,2020-08-03,2020-08-08,Other,Opened,32.85,Processed,Courier
RET-00002149,ITM-000028922,CUS-000856,2021-10-31,2021-11-11,Size/Fit,Opened,123.64,Pending,Courier
RET-00002150,ITM-000028927,CUS-006485,2026-06-14,2026-06-22,Not as Described,Opened,73.46,Approved,Store
RET-00002151,ITM-000028931,CUS-000016,2025-05-24,2025-05-29,Size/Fit,Damaged,68.25,Pending,Courier
RET-00002152,ITM-000028941,CUS-004161,2021-06-16,2021-06-26,Defective Product,Defective,22.49,Pending,Courier
RET-00002153,ITM-000028988,CUS-004847,2026-01-03,2026-01-14,Defective Product,Defective,12.21,Pending,Courier
RET-00002154,ITM-000028997,,2020-08-03,2020-08-07,,Damaged,239.22,Approved,Courier
RET-00002155,ITM-000029026,CUS-004153,2024-10-04,2024-10-08,Other,Opened,85.18,Pending,Store
RET-00002156,ITM-000029049,CUS-001698,2022-07-12,2022-07-21,Not as Described,Damaged,170.13,Processed,Courier
RET-00002157,ITM-000029050,CUS-001698,2022-06-27,2022-07-10,Damaged Delivery,Resellable,49.31,Pending,Courier
RET-00002158,ITM-000029072,CUS-009074,2026-02-15,2026-02-17,Changed Mind,Resellable,115.55,Approved,Courier
RET-00002159,ITM-000029089,CUS-007159,2025-10-10,2025-10-15,Defective Product,Damaged,32.8,Approved,Courier
RET-00002160,ITM-000029120,CUS-006704,2026-05-13,2026-05-25,Other,Opened,68.41,Pending,Courier
RET-00002161,ITM-000029131,CUS-008997,2020-02-16,2020-02-25,Not as Described,Opened,171.21,Processed,Store
RET-00002162,ITM-000029132,CUS-008997,2020-02-13,2020-02-22,,Damaged,71.36,Approved,Courier
RET-00002163,ITM-000029145,CUS-003351,2024-07-25,2024-08-06,Defective Product,Opened,67.09,Pending,Courier
RET-00002164,ITM-000029167,CUS-008225,2024-11-01,2024-11-06,Not as Described,Damaged,42.57,Pending,Courier
RET-00002165,ITM-000029175,CUS-009643,2020-01-07,2020-01-20,Size/Fit,Resellable,223.16,Processed,Courier
RET-00002166,ITM-000029178,CUS-010634,2021-12-29,2021-12-30,Defective Product,Damaged,27.32,Pending,Store
RET-00002167,ITM-000029193,CUS-008695,2021-12-17,2021-12-18,Changed Mind,Resellable,28.1,Pending,Courier
RET-00002168,ITM-000029238,CUS-003007,2023-10-19,2023-10-30,,Damaged,52.83,Pending,Courier
RET-00002169,ITM-000029252,CUS-008631,2023-10-01,2023-10-14,Size/Fit,Defective,57.94,Approved,Courier
RET-00002170,ITM-000029268,CUS-006916,2022-08-28,2022-09-02,Changed Mind,Damaged,53.14,Processed,Store
RET-00002171,ITM-000029304,CUS-003209,2023-04-27,2023-05-10,Changed Mind,Resellable,47.71,Approved,Courier
RET-00002172,ITM-000029321,CUS-005548,2020-12-11,2020-12-14,,Damaged,348.2,Pending,Store
RET-00002173,ITM-000029324,CUS-004778,2020-09-09,2020-09-20,,Resellable,182.24,Approved,Courier
RET-00002174,ITM-000029332,CUS-004864,2025-11-22,2025-12-01,,Damaged,170.92,Approved,Courier
RET-00002175,ITM-000029398,CUS-001286,2020-12-04,2020-12-13,Changed Mind,Resellable,94.42,Processed,Courier
RET-00002176,ITM-000029411,CUS-003426,2022-12-02,2022-12-10,Defective Product,Damaged,22.11,Processed,Courier
RET-00002177,ITM-000029419,CUS-007664,2023-06-24,2023-07-02,Changed Mind,Opened,98.71,Approved,Courier
RET-00002178,ITM-000029483,CUS-006879,2024-05-17,2024-05-17,Size/Fit,Damaged,38.66,Processed,Courier
RET-00002179,ITM-000029484,CUS-008890,2022-11-10,2022-11-22,Defective Product,Opened,21.16,Pending,Courier
RET-00002180,ITM-000029490,CUS-008071,2025-09-26,2025-10-07,Size/Fit,Resellable,84.78,Processed,Store
RET-00002181,ITM-000029507,CUS-010258,2026-05-30,2026-06-12,Not as Described,Resellable,266.88,Approved,Courier
RET-00002182,ITM-000029540,CUS-002131,2022-07-13,2022-07-14,Changed Mind,Damaged,11.88,Pending,Store
RET-00002183,ITM-000029541,CUS-008659,2025-06-28,2025-07-06,Not as Described,Resellable,42.31,Approved,Courier
RET-00002184,ITM-000029550,CUS-001077,2022-11-05,2022-11-06,Size/Fit,Opened,436.5,Processed,Courier
RET-00002185,ITM-000029555,CUS-010916,2021-08-30,2021-09-10,,Defective,159.95,Processed,Courier
RET-00002186,ITM-000029564,CUS-007061,2025-04-27,2025-05-01,Not as Described,Resellable,87.86,Pending,Courier
RET-00002187,ITM-000029573,,2021-02-04,2021-02-04,Defective Product,Resellable,182.56,Pending,Courier
RET-00002188,ITM-000029584,CUS-002727,2023-08-12,2023-08-22,,Defective,21.34,Processed,Courier
RET-00002189,ITM-000029589,CUS-003573,2023-01-10,2023-01-22,Changed Mind,Damaged,46.76,Pending,Store
RET-00002190,ITM-000029590,CUS-003385,2023-05-21,2023-06-03,Damaged Delivery,Opened,51.76,Pending,Courier
RET-00002191,ITM-000029596,CUS-002982,2023-09-06,2023-09-09,Defective Product,Resellable,46.7,Processed,Store
RET-00002192,ITM-000029602,CUS-001670,2025-10-06,2025-10-16,Size/Fit,Damaged,11.15,Pending,Courier
